"","Data","Method","metric","slice","difference","Df","T","p-value"," "
"722","Eutherians","Slices:DELTRAN","sum.range","95:90",-24.39,52,-1.58,1," "
"723","Eutherians","Slices:DELTRAN","sum.range","90:85",-3.67,58,-0.242,1," "
"724","Eutherians","Slices:DELTRAN","sum.range","85:80",-21.71,64,-1.47,1," "
"725","Eutherians","Slices:DELTRAN","sum.range","80:75",13.79,66,0.954,1," "
"726","Eutherians","Slices:DELTRAN","sum.range","75:70",-33.39,73,-2.446,0.57337," "
"727","Eutherians","Slices:DELTRAN","sum.range","70:65",6.94,84,0.537,1," "
"728","Eutherians","Slices:DELTRAN","sum.range","65:60",24.83,76,1.794,1," "
"729","Eutherians","Slices:DELTRAN","sum.range","60:55",9.5,67,0.622,1," "
"730","Eutherians","Slices:DELTRAN","sum.range","55:50",30.34,59,1.885,1," "
"731","Eutherians","Slices:DELTRAN","sum.range","50:45",26.86,48,1.73,1," "
"732","Eutherians","Slices:DELTRAN","sum.range","45:40",2.8,44,0.195,1," "
"733","Eutherians","Slices:DELTRAN","sum.range","40:35",22.36,40,1.572,1," "
"734","Eutherians","Slices:DELTRAN","sum.range","35:30",20.81,33,1.391,1," "
"735","Eutherians","Slices:DELTRAN","sum.range","30:25",5.4,29,0.359,1," "
"736","Eutherians","Slices:DELTRAN","sum.range","25:20",0.1,28,0.007,1," "
"737","Eutherians","Slices:DELTRAN","sum.range","20:15",4.69,27,0.295,1," "
"738","Eutherians","Slices:DELTRAN","sum.range","15:10",-0.39,26,-0.026,1," "
"739","Eutherians","Slices:DELTRAN","sum.range","10:5",0.09,26,0.006,1," "
"740","Eutherians","Slices:DELTRAN","sum.range","5:0",0.49,26,0.031,1," "
"741","Eutherians","Slices:gradual","sum.range","170:165",-30.61,5,-0.848,1," "
"742","Eutherians","Slices:gradual","sum.range","165:160",-24.27,7,-0.81,1," "
"743","Eutherians","Slices:gradual","sum.range","160:155",-32.08,10,-1.151,1," "
"744","Eutherians","Slices:gradual","sum.range","155:150",25.15,11,0.967,1," "
"745","Eutherians","Slices:gradual","sum.range","150:145",-51.5,13,-2.056,1," "
"746","Eutherians","Slices:gradual","sum.range","145:140",19.97,15,0.813,1," "
"747","Eutherians","Slices:gradual","sum.range","140:135",-53.7,18,-2.399,0.93469," "
"748","Eutherians","Slices:gradual","sum.range","135:130",-12.79,24,-0.692,1," "
"749","Eutherians","Slices:gradual","sum.range","130:125",-18.2,27,-1.011,1," "
"750","Eutherians","Slices:gradual","sum.range","125:120",21.09,27,1.204,1," "
"751","Eutherians","Slices:gradual","sum.range","120:115",-23.87,28,-1.453,1," "
"752","Eutherians","Slices:gradual","sum.range","115:110",-13.24,33,-0.816,1," "
"753","Eutherians","Slices:gradual","sum.range","110:105",-1.24,38,-0.087,1," "
"754","Eutherians","Slices:gradual","sum.range","105:100",-15.4,44,-1.227,1," "
"755","Eutherians","Slices:gradual","sum.range","100:95",4.8,47,0.405,1," "
"756","Eutherians","Slices:gradual","sum.range","95:90",-50.79,52,-3.675,0.01918,"*"
"757","Eutherians","Slices:gradual","sum.range","90:85",26.66,58,2.01,1," "
"758","Eutherians","Slices:gradual","sum.range","85:80",-28.5,64,-2.146,1," "
"759","Eutherians","Slices:gradual","sum.range","80:75",25.48,66,1.874,1," "
"760","Eutherians","Slices:gradual","sum.range","75:70",-37.25,73,-2.912,0.16198," "
"761","Eutherians","Slices:gradual","sum.range","70:65",12.1,84,1.049,1," "
"762","Eutherians","Slices:gradual","sum.range","65:60",8.65,76,0.774,1," "
"763","Eutherians","Slices:gradual","sum.range","60:55",-2.49,67,-0.194,1," "
"764","Eutherians","Slices:gradual","sum.range","55:50",16.39,59,1.096,1," "
"765","Eutherians","Slices:gradual","sum.range","50:45",27.38,48,1.792,1," "
"766","Eutherians","Slices:gradual","sum.range","45:40",2.5,44,0.182,1," "
"767","Eutherians","Slices:gradual","sum.range","40:35",18.37,40,1.324,1," "
"768","Eutherians","Slices:gradual","sum.range","35:30",16,33,1.101,1," "
"769","Eutherians","Slices:gradual","sum.range","30:25",6.61,29,0.43,1," "
"770","Eutherians","Slices:gradual","sum.range","25:20",0.31,28,0.019,1," "
"771","Eutherians","Slices:gradual","sum.range","20:15",7.8,27,0.488,1," "
"772","Eutherians","Slices:gradual","sum.range","15:10",0.48,26,0.03,1," "
"773","Eutherians","Slices:gradual","sum.range","10:5",-0.53,26,-0.033,1," "
"774","Eutherians","Slices:gradual","sum.range","5:0",-12.15,26,-0.796,1," "
"775","Eutherians","Intervals:tips","product.range","163.5-145:145-125",-2381.51,6,-0.187,1," "
"776","Eutherians","Intervals:tips","product.range","145-125:125-113",-172478138.05,9,-0.12,1," "
"777","Eutherians","Intervals:tips","product.range","125-113:113-100.5",172480519.56,7,0.094,1," "
"778","Eutherians","Intervals:tips","product.range","113-100.5:100.5-93.9",0,5,-0.384,1," "
"779","Eutherians","Intervals:tips","product.range","100.5-93.9:93.9-89.8",-372214440846662272,14,-0.035,1," "
"780","Eutherians","Intervals:tips","product.range","93.9-89.8:86.3-83.6",372214440846662272,14,0.035,1," "
"781","Eutherians","Intervals:tips","product.range","86.3-83.6:83.6-72.1",-2.76714615350179e+22,18,-0.044,1," "
"782","Eutherians","Intervals:tips","product.range","83.6-72.1:72.1-66",2.7671461141171e+22,23,0.066,1," "
"783","Eutherians","Intervals:tips","product.range","72.1-66:66-61.6",-1.11215449018672e+26,25,-0.067,1," "
"784","Eutherians","Intervals:tips","product.range","66-61.6:61.6-59.2",1.11215449019066e+26,23,0.059,1," "
"785","Eutherians","Intervals:tips","product.range","61.6-59.2:59.2-56",-9391519646055.66,13,-0.052,1," "
"786","Eutherians","Intervals:tips","product.range","59.2-56:56-47.8",-1.90505542543995e+26,26,-0.105,1," "
"787","Eutherians","Intervals:tips","product.range","56-47.8:47.8-41.3",1.90505542544004e+26,24,0.091,1," "
"788","Eutherians","Intervals:tips","product.range","47.8-41.3:38-33.9",-61176826227.6,11,-0.085,1," "
"789","Eutherians","Intervals:tips","product.range","38-33.9:33.9-23.03",61178780865.35,8,0.061,1," "
"790","Eutherians","Intervals:tips","product.range","33.9-23.03:20.44-0",-27548551861732855808,16,-0.036,1," "
"791","Eutherians","Intervals:tips+nodes","product.range","170.3-157.3:157.3-152.1",0,7,0.109,1," "
"792","Eutherians","Intervals:tips+nodes","product.range","157.3-152.1:152.1-145",0,6,-0.2,1," "
"793","Eutherians","Intervals:tips+nodes","product.range","152.1-145:145-132.9",0,10,-0.07,1," "
"794","Eutherians","Intervals:tips+nodes","product.range","145-132.9:132.9-125",0,11,-0.058,1," "
"795","Eutherians","Intervals:tips+nodes","product.range","132.9-125:125-113",-981202928569362560,15,-0.026,1," "
"796","Eutherians","Intervals:tips+nodes","product.range","125-113:113-100.5",184555030486330752,23,0.006,1," "
"797","Eutherians","Intervals:tips+nodes","product.range","113-100.5:100.5-93.9",796647898083031808,19,0.038,1," "
"798","Eutherians","Intervals:tips+nodes","product.range","100.5-93.9:93.9-89.8",-1.03346005587883e+30,23,-0.023,1," "
"799","Eutherians","Intervals:tips+nodes","product.range","93.9-89.8:89.8-86.3",1.03346005587883e+30,24,0.025,1," "
"800","Eutherians","Intervals:tips+nodes","product.range","89.8-86.3:86.3-83.6",0.04,13,0.058,1," "
"801","Eutherians","Intervals:tips+nodes","product.range","86.3-83.6:83.6-72.1",-1.6853423428024e+47,39,-0.049,1," "
"802","Eutherians","Intervals:tips+nodes","product.range","83.6-72.1:72.1-66",1.6853423428024e+47,52,0.082,1," "
"803","Eutherians","Intervals:tips+nodes","product.range","72.1-66:66-61.6",-2.50608535359192e+36,41,-0.07,1," "
"804","Eutherians","Intervals:tips+nodes","product.range","66-61.6:61.6-59.2",2.50638501055499e+36,29,0.044,1," "
"805","Eutherians","Intervals:tips+nodes","product.range","61.6-59.2:59.2-56",-8117850768773599232,19,-0.078,1," "
"806","Eutherians","Intervals:tips+nodes","product.range","59.2-56:56-47.8",-2.42896832560387e+34,36,-0.05,1," "
"807","Eutherians","Intervals:tips+nodes","product.range","56-47.8:47.8-41.3",2.42896832560387e+34,30,0.037,1," "
"808","Eutherians","Intervals:tips+nodes","product.range","47.8-41.3:41.3-33.9",0,13,0.067,1," "
"809","Eutherians","Intervals:tips+nodes","product.range","41.3-33.9:33.9-23.03",0,9,0.023,1," "
"810","Eutherians","Intervals:tips+nodes","product.range","33.9-23.03:20.44-0",-0.33,16,-0.031,1," "
"811","Eutherians","Slices:punctuated","product.range","170:165",0,5,-0.893,1," "
"812","Eutherians","Slices:punctuated","product.range","165:160",0,7,-1.127,1," "
"813","Eutherians","Slices:punctuated","product.range","160:155",0,10,-0.886,1," "
"814","Eutherians","Slices:punctuated","product.range","155:150",0,11,-0.412,1," "
"815","Eutherians","Slices:punctuated","product.range","150:145",0,13,-0.159,1," "
"816","Eutherians","Slices:punctuated","product.range","145:140",0,15,-0.034,1," "
"817","Eutherians","Slices:punctuated","product.range","140:135",-14358167439288.4,18,-0.049,1," "
"818","Eutherians","Slices:punctuated","product.range","135:130",-5.0216951934088e+20,24,-0.045,1," "
"819","Eutherians","Slices:punctuated","product.range","130:125",5.00249261408501e+20,27,0.05,1," "
"820","Eutherians","Slices:punctuated","product.range","125:120",1809745173931720704,27,0.046,1," "
"821","Eutherians","Slices:punctuated","product.range","120:115",-1.99015039541945e+23,28,-0.078,1," "
"822","Eutherians","Slices:punctuated","product.range","115:110",-3.49708793433838e+24,33,-0.05,1," "
"823","Eutherians","Slices:punctuated","product.range","110:105",-1.43422860455856e+28,38,-0.065,1," "
"824","Eutherians","Slices:punctuated","product.range","105:100",-3.39005802172873e+34,44,-0.079,1," "
"825","Eutherians","Slices:punctuated","product.range","100:95",-1.49389026553096e+37,47,-0.06,1," "
"826","Eutherians","Slices:punctuated","product.range","95:90",-3.67044314984115e+41,52,-0.052,1," "
"827","Eutherians","Slices:punctuated","product.range","90:85",-6.86098593698171e+41,58,-0.051,1," "
"828","Eutherians","Slices:punctuated","product.range","85:80",-1.4537107973883e+45,64,-0.07,1," "
"829","Eutherians","Slices:punctuated","product.range","80:75",1.44271895942827e+45,66,0.072,1," "
"830","Eutherians","Slices:punctuated","product.range","75:70",-5.19314069755742e+50,73,-0.069,1," "
"831","Eutherians","Slices:punctuated","product.range","70:65",-7.81292156194025e+49,84,-0.009,1," "
"832","Eutherians","Slices:punctuated","product.range","65:60",5.97434881755212e+50,76,0.102,1," "
"833","Eutherians","Slices:punctuated","product.range","60:55",8.31086773059013e+45,67,0.1,1," "
"834","Eutherians","Slices:punctuated","product.range","55:50",1.04797195109463e+44,59,0.078,1," "
"835","Eutherians","Slices:punctuated","product.range","50:45",2.25165762348163e+36,48,0.039,1," "
"836","Eutherians","Slices:punctuated","product.range","45:40",9.76245226908887e+28,44,0.053,1," "
"837","Eutherians","Slices:punctuated","product.range","40:35",8.89323536867014e+27,40,0.053,1," "
"838","Eutherians","Slices:punctuated","product.range","35:30",4.23172726362045e+21,33,0.056,1," "
"839","Eutherians","Slices:punctuated","product.range","30:25",8304663.35,29,0.051,1," "
"840","Eutherians","Slices:punctuated","product.range","25:20",852.43,28,0.08,1," "
"841","Eutherians","Slices:punctuated","product.range","20:15",0,27,0.045,1," "
"842","Eutherians","Slices:punctuated","product.range","15:10",-0.62,26,-0.034,1," "
"843","Eutherians","Slices:punctuated","product.range","10:5",0.61,26,0.034,1," "
"844","Eutherians","Slices:punctuated","product.range","5:0",-0.02,26,-0.023,1," "
"845","Eutherians","Slices:ACCTRAN","product.range","170:165",0,5,-0.874,1," "
"846","Eutherians","Slices:ACCTRAN","product.range","165:160",0,7,-0.565,1," "
"847","Eutherians","Slices:ACCTRAN","product.range","160:155",0,10,-0.204,1," "
"848","Eutherians","Slices:ACCTRAN","product.range","155:150",0,11,-0.014,1," "
"849","Eutherians","Slices:ACCTRAN","product.range","150:145",-5996873.96,13,-0.029,1," "
"850","Eutherians","Slices:ACCTRAN","product.range","145:140",5996873.96,15,0.033,1," "
"851","Eutherians","Slices:ACCTRAN","product.range","140:135",-24436897935.78,18,-0.07,1," "
"852","Eutherians","Slices:ACCTRAN","product.range","135:130",-6.47875378152959e+20,24,-0.057,1," "
"853","Eutherians","Slices:ACCTRAN","product.range","130:125",-5.13423970772958e+25,27,-0.036,1," "
"854","Eutherians","Slices:ACCTRAN","product.range","125:120",5.13430433290305e+25,27,0.036,1," "
"855","Eutherians","Slices:ACCTRAN","product.range","120:115",-2.74838347108913e+23,28,-0.056,1," "
"856","Eutherians","Slices:ACCTRAN","product.range","115:110",-2.67241606549288e+28,33,-0.033,1," "
"857","Eutherians","Slices:ACCTRAN","product.range","110:105",-4.91189032102375e+32,38,-0.065,1," "
"858","Eutherians","Slices:ACCTRAN","product.range","105:100",-9.73235479191403e+33,44,-0.061,1," "
"859","Eutherians","Slices:ACCTRAN","product.range","100:95",2.44237183119189e+33,47,0.013,1," "
"860","Eutherians","Slices:ACCTRAN","product.range","95:90",-1.95087648222517e+43,52,-0.118,1," "
"861","Eutherians","Slices:ACCTRAN","product.range","90:85",1.94745358322694e+43,58,0.132,1," "
"862","Eutherians","Slices:ACCTRAN","product.range","85:80",-8.6531961956042e+47,64,-0.069,1," "
"863","Eutherians","Slices:ACCTRAN","product.range","80:75",8.65313324130422e+47,66,0.071,1," "
"864","Eutherians","Slices:ACCTRAN","product.range","75:70",-5.53050110284817e+52,73,-0.08,1," "
"865","Eutherians","Slices:ACCTRAN","product.range","70:65",3.08516843021518e+52,84,0.046,1," "
"866","Eutherians","Slices:ACCTRAN","product.range","65:60",2.44531303181095e+52,76,0.071,1," "
"867","Eutherians","Slices:ACCTRAN","product.range","60:55",1.91741538667244e+47,67,0.111,1," "
"868","Eutherians","Slices:ACCTRAN","product.range","55:50",4.67296953581456e+45,59,0.059,1," "
"869","Eutherians","Slices:ACCTRAN","product.range","50:45",4.17676578601055e+40,48,0.05,1," "
"870","Eutherians","Slices:ACCTRAN","product.range","45:40",2.67525555526254e+34,44,0.046,1," "
"871","Eutherians","Slices:ACCTRAN","product.range","40:35",5.69608859037339e+33,40,0.063,1," "
"872","Eutherians","Slices:ACCTRAN","product.range","35:30",-9.2006457060016e+20,33,-0.031,1," "
"873","Eutherians","Slices:ACCTRAN","product.range","30:25",1.19486438924904e+21,29,0.036,1," "
"874","Eutherians","Slices:ACCTRAN","product.range","25:20",-309064726489980992,28,-0.047,1," "
"875","Eutherians","Slices:ACCTRAN","product.range","20:15",323578893576241472,27,0.048,1," "
"876","Eutherians","Slices:ACCTRAN","product.range","15:10",87714072309399.4,26,0.036,1," "
"877","Eutherians","Slices:ACCTRAN","product.range","10:5",-4187909802579490,26,-0.061,1," "
"878","Eutherians","Slices:ACCTRAN","product.range","5:0",4196519524219143,26,0.061,1," "
"879","Eutherians","Slices:DELTRAN","product.range","170:165",0,5,-0.388,1," "
"880","Eutherians","Slices:DELTRAN","product.range","165:160",0,7,-0.194,1," "
"881","Eutherians","Slices:DELTRAN","product.range","160:155",0,10,-0.089,1," "
"882","Eutherians","Slices:DELTRAN","product.range","155:150",0,11,0.096,1," "
"883","Eutherians","Slices:DELTRAN","product.range","150:145",-11777297.44,13,-0.041,1," "
"884","Eutherians","Slices:DELTRAN","product.range","145:140",11773462.3,15,0.047,1," "
"885","Eutherians","Slices:DELTRAN","product.range","140:135",-98620973290499968,18,-0.031,1," "
"886","Eutherians","Slices:DELTRAN","product.range","135:130",-3.18560543453312e+24,24,-0.067,1," "
"887","Eutherians","Slices:DELTRAN","product.range","130:125",-2.8846939058106e+27,27,-0.049,1," "
"888","Eutherians","Slices:DELTRAN","product.range","125:120",2.88768681029246e+27,27,0.049,1," "
"889","Eutherians","Slices:DELTRAN","product.range","120:115",-2.29152216757751e+28,28,-0.032,1," "
"890","Eutherians","Slices:DELTRAN","product.range","115:110",-7.08889749965716e+30,33,-0.062,1," "
"891","Eutherians","Slices:DELTRAN","product.range","110:105",-1.57110585591427e+34,38,-0.109,1," "
"892","Eutherians","Slices:DELTRAN","product.range","105:100",-1.63426495348229e+41,44,-0.038,1," "
"893","Eutherians","Slices:DELTRAN","product.range","100:95",1.63238516309888e+41,47,0.04,1," "
"894","Eutherians","Slices:DELTRAN","product.range","95:90",-3.71022726205942e+44,52,-0.052,1," "
"895","Eutherians","Slices:DELTRAN","product.range","90:85",-2.28161282437916e+47,58,-0.033,1," "
"896","Eutherians","Slices:DELTRAN","product.range","85:80",-9.12465268748709e+49,64,-0.063,1," "
"897","Eutherians","Slices:DELTRAN","product.range","80:75",9.12030144113511e+49,66,0.065,1," "
"898","Eutherians","Slices:DELTRAN","product.range","75:70",-1.36502432606553e+54,73,-0.069,1," "
"899","Eutherians","Slices:DELTRAN","product.range","70:65",1.36296511937182e+54,84,0.08,1," "
"900","Eutherians","Slices:DELTRAN","product.range","65:60",2.05947720573059e+51,76,0.076,1," "
"901","Eutherians","Slices:DELTRAN","product.range","60:55",1.532173363504e+45,67,0.063,1," "
"902","Eutherians","Slices:DELTRAN","product.range","55:50",5.72880256318607e+41,59,0.064,1," "
"903","Eutherians","Slices:DELTRAN","product.range","50:45",2.90030139331589e+30,48,0.07,1," "
"904","Eutherians","Slices:DELTRAN","product.range","45:40",93807744211875266560,44,0.061,1," "
"905","Eutherians","Slices:DELTRAN","product.range","40:35",13189061630666366,40,0.035,1," "
"906","Eutherians","Slices:DELTRAN","product.range","35:30",8272167842.2,33,0.034,1," "
"907","Eutherians","Slices:DELTRAN","product.range","30:25",1.87,29,0.083,1," "
"908","Eutherians","Slices:DELTRAN","product.range","25:20",0.03,28,0.028,1," "
"909","Eutherians","Slices:DELTRAN","product.range","20:15",0.03,27,0.061,1," "
"910","Eutherians","Slices:DELTRAN","product.range","15:10",0,26,0.013,1," "
"911","Eutherians","Slices:DELTRAN","product.range","10:5",-0.02,26,-0.036,1," "
"912","Eutherians","Slices:DELTRAN","product.range","5:0",-0.06,26,-0.024,1," "
"913","Eutherians","Slices:gradual","product.range","170:165",0,5,-0.878,1," "
"914","Eutherians","Slices:gradual","product.range","165:160",0,7,-1.19,1," "
"915","Eutherians","Slices:gradual","product.range","160:155",0,10,-0.875,1," "
"916","Eutherians","Slices:gradual","product.range","155:150",0,11,0.954,1," "
"917","Eutherians","Slices:gradual","product.range","150:145",0,13,-0.321,1," "
"918","Eutherians","Slices:gradual","product.range","145:140",0,15,0.368,1," "
"919","Eutherians","Slices:gradual","product.range","140:135",-0.02,18,-0.119,1," "
"920","Eutherians","Slices:gradual","product.range","135:130",-1513.82,24,-0.118,1," "
"921","Eutherians","Slices:gradual","product.range","130:125",-140174421342626,27,-0.039,1," "
"922","Eutherians","Slices:gradual","product.range","125:120",140174421344132,27,0.039,1," "
"923","Eutherians","Slices:gradual","product.range","120:115",-4156634289705.93,28,-0.101,1," "
"924","Eutherians","Slices:gradual","product.range","115:110",-154863154582190048,33,-0.055,1," "
"925","Eutherians","Slices:gradual","product.range","110:105",153834620599206752,38,0.062,1," "
"926","Eutherians","Slices:gradual","product.range","105:100",-85462109308504342528,44,-0.053,1," "
"927","Eutherians","Slices:gradual","product.range","100:95",84294955083602214912,47,0.056,1," "
"928","Eutherians","Slices:gradual","product.range","95:90",-7.82537689508162e+36,52,-0.072,1," "
"929","Eutherians","Slices:gradual","product.range","90:85",7.82537689502284e+36,58,0.08,1," "
"930","Eutherians","Slices:gradual","product.range","85:80",-1.02299305491572e+36,64,-0.066,1," "
"931","Eutherians","Slices:gradual","product.range","80:75",1.02299305459041e+36,66,0.068,1," "
"932","Eutherians","Slices:gradual","product.range","75:70",-1.13375113941714e+39,73,-0.133,1," "
"933","Eutherians","Slices:gradual","product.range","70:65",1.13373906160852e+39,84,0.154,1," "
"934","Eutherians","Slices:gradual","product.range","65:60",9.23167559621076e+33,76,0.057,1," "
"935","Eutherians","Slices:gradual","product.range","60:55",-1.38054544782286e+36,67,-0.104,1," "
"936","Eutherians","Slices:gradual","product.range","55:50",1.38334615707607e+36,59,0.092,1," "
"937","Eutherians","Slices:gradual","product.range","50:45",4.54241600499815e+31,48,0.128,1," "
"938","Eutherians","Slices:gradual","product.range","45:40",2.40199946134553e+22,44,0.04,1," "
"939","Eutherians","Slices:gradual","product.range","40:35",3.41792402480914e+21,40,0.076,1," "
"940","Eutherians","Slices:gradual","product.range","35:30",994739866153276,33,0.096,1," "
"941","Eutherians","Slices:gradual","product.range","30:25",919760568.36,29,0.105,1," "
"942","Eutherians","Slices:gradual","product.range","25:20",146590.66,28,0.004,1," "
"943","Eutherians","Slices:gradual","product.range","20:15",5127633.99,27,0.197,1," "
"944","Eutherians","Slices:gradual","product.range","15:10",27.93,26,0.013,1," "
"945","Eutherians","Slices:gradual","product.range","10:5",-34.87,26,-0.016,1," "
"946","Eutherians","Slices:gradual","product.range","5:0",426.04,26,0.274,1," "
"947","Eutherians","Intervals:tips","sum.variance","163.5-145:145-125",-4.76,6,-0.797,1," "
"948","Eutherians","Intervals:tips","sum.variance","145-125:125-113",-0.2,9,-0.052,1," "
"949","Eutherians","Intervals:tips","sum.variance","125-113:113-100.5",4.63,7,0.898,1," "
"950","Eutherians","Intervals:tips","sum.variance","113-100.5:100.5-93.9",-2.43,5,-0.382,1," "
"951","Eutherians","Intervals:tips","sum.variance","100.5-93.9:93.9-89.8",-4.6,14,-1.687,1," "
"952","Eutherians","Intervals:tips","sum.variance","93.9-89.8:86.3-83.6",3.65,14,1.262,1," "
"953","Eutherians","Intervals:tips","sum.variance","86.3-83.6:83.6-72.1",-4.75,18,-1.916,1," "
"954","Eutherians","Intervals:tips","sum.variance","83.6-72.1:72.1-66",1.87,23,1.352,1," "
"955","Eutherians","Intervals:tips","sum.variance","72.1-66:66-61.6",-2.27,25,-1.724,1," "
"956","Eutherians","Intervals:tips","sum.variance","66-61.6:61.6-59.2",2.31,23,1.519,1," "
"957","Eutherians","Intervals:tips","sum.variance","61.6-59.2:59.2-56",-0.53,13,-0.213,1," "
"958","Eutherians","Intervals:tips","sum.variance","59.2-56:56-47.8",-2.25,26,-1.772,1," "
"959","Eutherians","Intervals:tips","sum.variance","56-47.8:47.8-41.3",3.59,24,2.226,0.5704," "
"960","Eutherians","Intervals:tips","sum.variance","47.8-41.3:38-33.9",-0.96,11,-0.314,1," "
"961","Eutherians","Intervals:tips","sum.variance","38-33.9:33.9-23.03",5.31,8,1.068,1," "
"962","Eutherians","Intervals:tips","sum.variance","33.9-23.03:20.44-0",-7.6,16,-2.33,0.5319," "
"963","Eutherians","Intervals:tips+nodes","sum.variance","170.3-157.3:157.3-152.1",4.94,7,0.794,1," "
"964","Eutherians","Intervals:tips+nodes","sum.variance","157.3-152.1:152.1-145",-4.81,6,-0.673,1," "
"965","Eutherians","Intervals:tips+nodes","sum.variance","152.1-145:145-132.9",-1.1,10,-0.265,1," "
"966","Eutherians","Intervals:tips+nodes","sum.variance","145-132.9:132.9-125",-1.34,11,-0.364,1," "
"967","Eutherians","Intervals:tips+nodes","sum.variance","132.9-125:125-113",-1.78,15,-0.643,1," "
"968","Eutherians","Intervals:tips+nodes","sum.variance","125-113:113-100.5",-0.19,23,-0.122,1," "
"969","Eutherians","Intervals:tips+nodes","sum.variance","113-100.5:100.5-93.9",1.74,19,0.798,1," "
"970","Eutherians","Intervals:tips+nodes","sum.variance","100.5-93.9:93.9-89.8",-2.98,23,-1.614,1," "
"971","Eutherians","Intervals:tips+nodes","sum.variance","93.9-89.8:89.8-86.3",3.4,24,2.049,1," "
"972","Eutherians","Intervals:tips+nodes","sum.variance","89.8-86.3:86.3-83.6",-1.01,13,-0.324,1," "
"973","Eutherians","Intervals:tips+nodes","sum.variance","86.3-83.6:83.6-72.1",-3.49,39,-2.503,0.33219," "
"974","Eutherians","Intervals:tips+nodes","sum.variance","83.6-72.1:72.1-66",0.42,52,0.651,1," "
"975","Eutherians","Intervals:tips+nodes","sum.variance","72.1-66:66-61.6",-0.65,41,-0.857,1," "
"976","Eutherians","Intervals:tips+nodes","sum.variance","66-61.6:61.6-59.2",2.49,29,1.661,1," "
"977","Eutherians","Intervals:tips+nodes","sum.variance","61.6-59.2:59.2-56",-0.98,19,-0.464,1," "
"978","Eutherians","Intervals:tips+nodes","sum.variance","59.2-56:56-47.8",-1.63,36,-1.66,1," "
"979","Eutherians","Intervals:tips+nodes","sum.variance","56-47.8:47.8-41.3",3.6,30,2.356,0.50458," "
"980","Eutherians","Intervals:tips+nodes","sum.variance","47.8-41.3:41.3-33.9",-0.77,13,-0.252,1," "
"981","Eutherians","Intervals:tips+nodes","sum.variance","41.3-33.9:33.9-23.03",6.88,9,1.204,1," "
"982","Eutherians","Intervals:tips+nodes","sum.variance","33.9-23.03:20.44-0",-9.39,16,-2.324,0.67284," "
"983","Eutherians","Slices:punctuated","sum.variance","170:165",-5.82,5,-0.672,1," "
"984","Eutherians","Slices:punctuated","sum.variance","165:160",-1.49,7,-0.207,1," "
"985","Eutherians","Slices:punctuated","sum.variance","160:155",-2.91,10,-0.529,1," "
"986","Eutherians","Slices:punctuated","sum.variance","155:150",-1.25,11,-0.272,1," "
"987","Eutherians","Slices:punctuated","sum.variance","150:145",-2.73,13,-0.728,1," "
"988","Eutherians","Slices:punctuated","sum.variance","145:140",-0.76,15,-0.269,1," "
"989","Eutherians","Slices:punctuated","sum.variance","140:135",-0.77,18,-0.325,1," "
"990","Eutherians","Slices:punctuated","sum.variance","135:130",-1.16,24,-0.637,1," "
"991","Eutherians","Slices:punctuated","sum.variance","130:125",0.72,27,0.468,1," "
"992","Eutherians","Slices:punctuated","sum.variance","125:120",-0.4,27,-0.258,1," "
"993","Eutherians","Slices:punctuated","sum.variance","120:115",-1.34,28,-0.981,1," "
"994","Eutherians","Slices:punctuated","sum.variance","115:110",0.52,33,0.462,1," "
"995","Eutherians","Slices:punctuated","sum.variance","110:105",-0.47,38,-0.449,1," "
"996","Eutherians","Slices:punctuated","sum.variance","105:100",-0.82,44,-0.879,1," "
"997","Eutherians","Slices:punctuated","sum.variance","100:95",-0.51,47,-0.629,1," "
"998","Eutherians","Slices:punctuated","sum.variance","95:90",-0.17,52,-0.253,1," "
"999","Eutherians","Slices:punctuated","sum.variance","90:85",0.29,58,0.415,1," "
"1000","Eutherians","Slices:punctuated","sum.variance","85:80",-0.35,64,-0.542,1," "
"1001","Eutherians","Slices:punctuated","sum.variance","80:75",0.52,66,0.812,1," "
"1002","Eutherians","Slices:punctuated","sum.variance","75:70",-0.65,73,-1.098,1," "
"1003","Eutherians","Slices:punctuated","sum.variance","70:65",-0.32,84,-0.637,1," "
"1004","Eutherians","Slices:punctuated","sum.variance","65:60",0.43,76,0.75,1," "
"1005","Eutherians","Slices:punctuated","sum.variance","60:55",0,67,-0.004,1," "
"1006","Eutherians","Slices:punctuated","sum.variance","55:50",0.86,59,1.078,1," "
"1007","Eutherians","Slices:punctuated","sum.variance","50:45",0.4,48,0.387,1," "
"1008","Eutherians","Slices:punctuated","sum.variance","45:40",-0.37,44,-0.32,1," "
"1009","Eutherians","Slices:punctuated","sum.variance","40:35",0.16,40,0.122,1," "
"1010","Eutherians","Slices:punctuated","sum.variance","35:30",0.03,33,0.018,1," "
"1011","Eutherians","Slices:punctuated","sum.variance","30:25",-0.58,29,-0.345,1," "
"1012","Eutherians","Slices:punctuated","sum.variance","25:20",-0.77,28,-0.505,1," "
"1013","Eutherians","Slices:punctuated","sum.variance","20:15",-0.31,27,-0.23,1," "
"1014","Eutherians","Slices:punctuated","sum.variance","15:10",0.09,26,0.067,1," "
"1015","Eutherians","Slices:punctuated","sum.variance","10:5",-0.02,26,-0.014,1," "
"1016","Eutherians","Slices:punctuated","sum.variance","5:0",-0.09,26,-0.07,1," "
"1017","Eutherians","Slices:ACCTRAN","sum.variance","170:165",1.2,5,0.139,1," "
